,depot,stack,date,coal_name,daily_input,daily_output,daily_delta,accum_weight,stack_temp_mean,temp_air_min,temp_air_max,temp_air_mean,humidity_min,humidity_max,humidity_mean,precipitation_min,precipitation_max,precipitation_mean,stack_id,fire_flag,month,rbf_month_01,rbf_month_02,rbf_month_03,rbf_month_04,rbf_month_05,rbf_month_06,rbf_month_07,rbf_month_08,rbf_month_09,rbf_month_10,rbf_month_11,rbf_month_12
0,3,1,2019-01-02,E5,11984.1925,11984.1925,0.0,0.0,46.317536228807064,4.4,9.4,7.529166666666666,57.0,91.0,75.54166666666667,0.0,0.9,0.21666666666666667,3_1,0,1.0,1.0,0.8824969025845955,0.6065306597126334,0.32465246735834974,0.1353352832366127,0.04393693362340742,0.011108996538242306,0.002187491118182885,0.00033546262790251185,4.006529739295107e-05,3.726653172078671e-06,2.699578503363014e-07
1,3,1,2019-01-06,E5,11427.706,11427.706,0.0,0.0,57.9043763764283,2.3,5.4,3.5583333333333336,83.0,93.0,89.58333333333333,0.0,0.9,0.1625,3_1,0,1.0,1.0,0.8824969025845955,0.6065306597126334,0.32465246735834974,0.1353352832366127,0.04393693362340742,0.011108996538242306,0.002187491118182885,0.00033546262790251185,4.006529739295107e-05,3.726653172078671e-06,2.699578503363014e-07
2,3,1,2019-01-07,E5,11984.1925,11984.1925,0.0,0.0,46.05828685153152,0.9,3.9,1.8166666666666667,73.0,98.0,85.0,0.0,3.0,0.6041666666666666,3_1,0,1.0,1.0,0.8824969025845955,0.6065306597126334,0.32465246735834974,0.1353352832366127,0.04393693362340742,0.011108996538242306,0.002187491118182885,0.00033546262790251185,4.006529739295107e-05,3.726653172078671e-06,2.699578503363014e-07
3,3,1,2019-01-10,E5,25899.262,25899.262,0.0,0.0,36.533625570230235,6.1,8.8,7.579166666666667,51.0,75.0,63.375,0.0,1.2,0.21666666666666667,3_1,0,1.0,1.0,0.8824969025845955,0.6065306597126334,0.32465246735834974,0.1353352832366127,0.04393693362340742,0.011108996538242306,0.002187491118182885,0.00033546262790251185,4.006529739295107e-05,3.726653172078671e-06,2.699578503363014e-07
4,3,1,2019-01-13,E5,14248.856000000002,14248.856000000002,0.0,0.0,39.06718590707509,0.6,4.5,1.7791666666666668,70.0,91.0,75.45833333333333,0.0,0.1,0.004166666666666667,3_1,0,1.0,1.0,0.8824969025845955,0.6065306597126334,0.32465246735834974,0.1353352832366127,0.04393693362340742,0.011108996538242306,0.002187491118182885,0.00033546262790251185,4.006529739295107e-05,3.726653172078671e-06,2.699578503363014e-07
5,3,1,2019-01-14,E5,33489.252,33489.252,0.0,0.0,38.026686505427016,1.3,7.7,6.0625,62.0,84.0,76.125,0.0,0.9,0.15833333333333335,3_1,0,1.0,1.0,0.8824969025845955,0.6065306597126334,0.32465246735834974,0.1353352832366127,0.04393693362340742,0.011108996538242306,0.002187491118182885,0.00033546262790251185,4.006529739295107e-05,3.726653172078671e-06,2.699578503363014e-07
6,3,1,2019-01-16,B2,11989.539,11989.539,0.0,0.0,46.38034340444035,1.1,4.5,2.4625,47.0,98.0,73.875,0.0,2.2,0.4708333333333334,3_1,0,1.0,1.0,0.8824969025845955,0.6065306597126334,0.32465246735834974,0.1353352832366127,0.04393693362340742,0.011108996538242306,0.002187491118182885,0.00033546262790251185,4.006529739295107e-05,3.726653172078671e-06,2.699578503363014e-07
7,3,1,2019-01-17,E5,13359.654,13359.654,0.0,0.0,36.42725011080988,4.0,6.7,5.283333333333333,62.0,88.0,71.41666666666667,0.0,0.2,0.020833333333333332,3_1,0,1.0,1.0,0.8824969025845955,0.6065306597126334,0.32465246735834974,0.1353352832366127,0.04393693362340742,0.011108996538242306,0.002187491118182885,0.00033546262790251185,4.006529739295107e-05,3.726653172078671e-06,2.699578503363014e-07
8,3,1,2019-01-22,B2,19681.7925,19681.7925,0.0,0.0,30.883976437728414,-0.4,2.9,0.9125,78.0,91.0,83.0,0.0,0.0,0.0,3_1,0,1.0,1.0,0.8824969025845955,0.6065306597126334,0.32465246735834974,0.1353352832366127,0.04393693362340742,0.011108996538242306,0.002187491118182885,0.00033546262790251185,4.006529739295107e-05,3.726653172078671e-06,2.699578503363014e-07
9,3,1,2019-01-23,B2,24527.5405,24527.5405,0.0,0.0,32.104803353157294,1.8,9.0,6.5874999999999995,61.0,88.0,78.41666666666667,0.0,0.0,0.0,3_1,0,1.0,1.0,0.8824969025845955,0.6065306597126334,0.32465246735834974,0.1353352832366127,0.04393693362340742,0.011108996538242306,0.002187491118182885,0.00033546262790251185,4.006529739295107e-05,3.726653172078671e-06,2.699578503363014e-07
10,3,1,2019-01-24,B2,14391.7155,14391.7155,0.0,0.0,62.52303418194638,9.1,9.6,9.4125,77.0,84.0,80.875,0.0,0.0,0.0,3_1,0,1.0,1.0,0.8824969025845955,0.6065306597126334,0.32465246735834974,0.1353352832366127,0.04393693362340742,0.011108996538242306,0.002187491118182885,0.00033546262790251185,4.006529739295107e-05,3.726653172078671e-06,2.699578503363014e-07
11,3,1,2019-01-31,B2,399.4745,399.4745,0.0,0.0,104.04394588760934,9.1,10.3,9.695833333333333,76.0,89.0,81.75,0.0,0.0,0.0,3_1,0,1.0,1.0,0.8824969025845955,0.6065306597126334,0.32465246735834974,0.1353352832366127,0.04393693362340742,0.011108996538242306,0.002187491118182885,0.00033546262790251185,4.006529739295107e-05,3.726653172078671e-06,2.699578503363014e-07
12,3,1,2019-02-07,B2,604.554,604.554,0.0,0.0,40.166110576145726,3.1,4.0,3.4791666666666665,83.0,94.0,87.91666666666667,0.0,0.2,0.02916666666666667,3_1,0,2.0,0.8824969025845955,1.0,0.8824969025845955,0.6065306597126334,0.32465246735834974,0.1353352832366127,0.04393693362340742,0.011108996538242306,0.002187491118182885,0.00033546262790251185,4.006529739295107e-05,3.726653172078671e-06
